barcode,name,brand,ingredients,allergens,energy_100g,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,serving_size,category,is_sustainable
72417815546,Stem Ginger & Dark Chocolate,Brontè,"WHEAT Flour (WHEAT Flour, Calcium cal Val Per 100g Per 15g Carbonate, Iron, Niacin, Thiamin), Sugar, Dark 320 76 4.0g kJ 24 rocal 8 26.6g erates 11.5g 1.7g Protein whicdrate 61.2g 9.2g 27.69 Salt Biscuit Chocolate Chips (14%) (Sugar, Cocoa Mass, Cocoa Butter, Emulsifier (SOYA Lecithin), Natural Vanilla Flavouring), Palm Oil, Rapeseed Oil, Stem Ginger (8%) (Ginger, Sugar), WHEAT Starch, Ground Ginger (2%), Butter (MILK), Raising Agents (Potassium Carbonates Sodium Carbonates), Salt, Natural Flavouring, Colours (Annatto Bixin, Curcumin). For allergens, including cereals containing gluten, see ingedients in CAPITALS 4.1g 0.79 May also contain NUTS, Suitab Fr from por","cereals-containing-gluten, chocolate, cocoa, ginger, lecithin, milk, soybeans, tree-nuts, vanilla",320.0,76.0,4.0,1.7,9.2,4.1,0.7,15g,Food,1
72417815553,Salted Carmel & Chocolate,brontè,"WHEAT Flour (WHEAT Flour, Calcium Per 15g Carbonate, Iron, Niacin, Thiamin), Sugar, Butter (15%) Biscuit (MILK), MILK Chocolate Chips (10%)(Sugar, Whole 322 77 4.lg 2.2g 910 MILK Powder, Cocoa Butter, Cocoa Mass, Emulsifier (SOYA Lecithin), Natural Vanilla Flavouring), WHEAT Starch, Palm Oil, Rapeseed Oil, Salt, Caramel Pieces (5%) (Fructose-Glucose Syrup, Glucose Syrup, Concentrated Apple Puree, Sugar, Humectant (Glycerol), WHEAT Fibre, Whey (MILK), Palm Fat, 08 Butter (MILK), Gelling Agent (Pectins), Dried Skimmed MILK, Flavouring, Acidity Regulator (Lactic Ace Rice Extract), Natural Flavouring, Colours 3.7 0.14 cereals cofAn Suitable redients i Bixin cumin).","apple, cereals-containing-gluten, chocolate, cocoa, cumin, lecithin, milk, rice, soybeans, vanilla",348.0,83.0,31.8,15.8,60.3,26.0,5.3,15g,Food,1
72463000200,Steel Cut Irish Oatmeal,"John McCann's,McCann's Imported",Whole Grain Oats,oats,1460.0,350.0,2.5,0.0,75.0,2.5,10.0,0.2cup,Food,0
72463000217,Quick Cooking Rolled Oats Irish Oatmeal,"Mccann's,McCann's Imported",whole grain oats,oats,1570.0,375.0,2.5,,75.0,,10.0,1serving,Food,0
74203990017,Pita Chips,baked in Brooklyn,"1.bg Ingredients: Enriched WHEAT flour (WHEAT flour, malted BARLEY flour, niacin [B3], reduced iron, thiamine mononitrate [B1], riboflavin [B2], folic acid [B9]), water, high oleic sunflower oil, contains 2% or less of: natural flavour, ascorbic acid [E300], sea salt, yeast. May contain GMO.","ascorbic-acid-vitamin-c, cereals-containing-gluten, sunflower-lecithin, yeast",1943.0,464.29,14.29,0.0,71.43,0.0,10.71,28g,Food,1
74448217245,Elite Chocolate Kimberly,Jacob's,"Wheat Flour [Wheat Flour, Calcium Carbonate, Iron, Niacin (Vitamin B3), Thiamin (Vitamin B1)], Milk Chocolate (30%) [Sugar, Cocoa Mass, Cocoa Butter, Skimmed Milk Powder, Vegetable Fats (Palm, Sal, Shea), Whey Powder (Milk), Milk Fat, Emulsifier (Soya Lecithin)], Mallow (22%) [Glucose Syrup, Sugar, Gelling Agent (Pork Gelatine), Flavouring], Vegetable Oils (Palm, Rapeseed), Inverted Sugar Syrup, Sugar, Fructose, Molasses, Raising Agent (Sodium Bicarbonate), Ground Ginger, Emulsifier (Soya Lecithin), Salt.","cereals-containing-gluten, chocolate, cocoa, gelatin, ginger, lecithin, milk, pork, soybeans",1860.0,445.0,16.8,8.64,66.4,38.6,5.45,1biscuit,Food,0
74547916049,Cream Crackers,Tesco,"Wheat Flour [_Wheat_ Flour, Calcium Carbonate, Iron, Niacin, Thiamin], Palm Oil, Salt, Raising Agent (Sodium Bicarbonate), Yeast","cereals-containing-gluten, yeast",1865.0,443.0,13.7,6.2,68.6,1.3,10.0,8g,Food,0
74680001138,American Mustard,Flora,"Water, spirit vinegar, premium grade mustard seeds (14%), salt, spices.",mustard,293.0,70.0,3.0,0.1,8.0,3.0,4.0,100g,Condiments & Others,0
756075,Hold The Dairy! Mini Frozen Dessert Cones Salted Caramel,Trader Joe’s,"SALTED CARAMEL FLAVORED FROZEN DESSERT (RICE BEVERAGE [WATER, RICE, RICE OIL AND/OR SUNFLOWER OIL, SALT], WATER, SUGAR, COCONUT OIL, GLUCOSE SYRUP [CORN, WHEAT], CARAMELIZED SUGAR, INULIN, RICE PROTEIN, MONO - AND DIGLYCERIDES OF FATTY ACIDS, CAROB BEAN GUM, NATURAL FLAVOR, SALT, GUAR GUM), WAFER CONE (WHEAT FLOUR, SUGAR, COCONUT OIL, SOY LECITHIN [EMULSIFIER], SALT, CARAMELIZED SUGAR SYRUP), CHOCOLATEY COATING (COCONUT OIL, SUGAR, COCOA PROCESSED WITH ALKALI, COCOA, SUNFLOWER LECITHIN [EMULSIFIER], NATURAL FLAVOR)","cereals-containing-gluten, cocoa, coconut, corn-maize, guar-gum, lecithin, rice, soybeans, sunflower-lecithin",1320.0,316.0,14.9,12.3,42.1,25.4,2.63,114g,Food,1
78895100020,Premium oyster sauce,Lee kum kee,"Oyster extract (oysters, water, salt), Sugar, Water, Monosodium glutamate, Salt, Modified corn starch, Wheat flour, Caramel.","cereals-containing-gluten, corn-maize, molluscs, msg-monosodium-glutamate",544.0,130.0,0.5,0.1,31.0,25.0,1.5,1serving,Condiments & Others,0
78895126396,Premium Soy Sauce,"Csr, Lee Kum Kee","Water, Soybeans 17.5%, Salt, Sugar, Wheat Flour.","cereals-containing-gluten, soybeans",385.0,92.0,0.5,0.1,14.0,10.0,7.7,15g,Food,0
86072001862,Fitzgeralds Multiseed and Cereal Bagels,Fitzgeralds,"Wholemeal _WHEAT_ Flour, Water, Fortified _WHEAT_ Flour [WHEAT Flour, Calcium Carbonate, Iron, Niacin (B3), Thiamin (B1)], Sugar, _WHEAT_ Gluten, Yeast, Rapeseed Oil, Multiseed Mix (4%) [Sunflower Seeds, Poppy Seeds, _SESAME SEEDS_, Brown Linseeds], Malted _BARLEY_ Flour, Preservatives (Calcium Propionate, Sorbic Acid), Flour Treatment Agent (Vitamin C)","ascorbic-acid-vitamin-c, cereals-containing-gluten, sesame-seeds, sunflower-lecithin, tree-nuts, yeast",1130.0,268.0,4.47,0.71,50.8,5.65,10.9,85g,Food,0
87303857272,Egg Noodles,Sautao,"_Wheat_ flour, _egg_ white, acidity regulator (E501, E500), corn starch, water.","cereals-containing-gluten, corn-maize",1428.0,340.0,0.7,0.0,71.1,0.0,15.8,45g,Food,0
87684011546,Fruit punch,Capri sun,"Filtered Water, Sugar, Pear Juice Concentrate, Grape Juice Concentrate, Orange Juice Concentrate, Monk Fruit Concentrate, Citric Acid, Apple Juice Concentrate, Pineapple Juice Concentrate, Vegetable Juice (Color), Natural Flavor, Mushroom Extract (To Protect Quality)","apple, citric-acid, grape, mushrooms, orange, pineapple",88.2,21.1,0.0,,5.1,4.22,0.0,1portion,Beverages,0
914055,Profiterole Stack,M&S Food,"Whipping Cream (Milk) (50%), Pasteurised Egg, Dark Chocolate (8%) (Cocoa Mass, Sugar, Emulsifier: Soya Lecithin, Flavouring), Wheatflour contains Gluten (with Wheatflour, Calcium Carbonate, Iron, Niacin, Thiamin), Milk Chocolate (5%) (Sugar, Dried Whole Milk, Cocoa Butter, Cocoa Mass, Emulsifier: Soya Lecithin, Flavouring), Rapeseed Oil, Sugar, Unsalted Butter (Milk), Dextrose, White Chocolate (Sugar, Cocoa Butter, Dried Whole Milk, Emulsifier: Soya Lecithin, Flavouring), Palm Kernel Oil, Stabiliser: E450, E401, Humectant: Glycerol, Fat Reduced Cocoa Powder, Emulsifier: E471, Soya Lecithin, Cornflour, Salt, Flavouring.","cereals-containing-gluten, chocolate, cocoa, eggs, lecithin, milk, soybeans",541.0,129.0,5.88,1.76,0.0,0.0,20.0,0.3cup,Food,1
91456803758,Sea salt crackers,specially selected,"Wheat Flour (Wheat Flour, Niacin, Iron, Thiamin, Riboflavin, Folic Acid), Sunflower Oil, Corn Starch, Sugar, SEA SALT (1.5%), Whey Powder (Milk), Yeast Powder (Barley, Wheat), Sugar Cane Syrup, Flavouring. ALLERGY ADVICE: For allergens, see ingredients in bold. May also contain other gluten sources and sesame. DIETARY ADVICE: Suitable for vegetarians. No artificial colours, flavourings or preservatives. NUTRITION ICAL VALUES This pack contains approx. 8 servings. Per 100g Per 4 crackers (23g) 2009kJ/","cereals-containing-gluten, corn-maize, milk, sesame-seeds, sunflower-lecithin, yeast",2009.0,479.0,19.6,1.6,67.0,5.1,7.7,23g,Food,0
973342,Cool Tortillas,M&S Food,"Maize Flour, Vegetable Oil (Sunflower/Rapeseed), Corn Germ, Salt, Dried Buttermilk, Dried Whey (Milk), Sugar, Dried Yeast Extract, Dried Onions, Dried Yogurt (Milk), Dried Garlic, Dried Tomatoes, Acid: Citric Acid, Dried Lemon Juice, Dried Mature Cheddar Cheese (Milk), Natural Flavourings (contains Milk), Ground Cayenne Pepper, Natural Colour, Paprika Extract.","bell-pepper, cereals-containing-gluten, chili, citric-acid, corn-maize, garlic, lemon, milk, paprika, sunflower-lecithin, yeast",2008.0,479.0,21.3,2.1,62.8,3.8,6.6,25g,Food,0
99336576655,Nutripower High Protein chicken soup,Nutripower,"Water, Potato, Leek, Onion, COOKED CHICKEN BREAST (6%), Skimmed Milk Powder, Chicken Stock (Water, Chicken, Yeast Extract, Potato Flakes, Salt, Chicken Fat), Salt, Sage, Black Pepper, Thyme. hald","bell-pepper, chicken, milk, onion, potato, thyme, yeast",141.0,33.0,0.2,0.0,4.1,2.2,3.1,400g,Food,0
99482525293,Rosemary & Sea Salt Crackers,365 Whole Foods Market,"almond flour, sunflower seed flour, flaxseed meal, cassava flour, tapioca starch, palm oil, modified tapioca starch, rosemary, onion powder, sea salt, garlic powder, rosemary extract","almonds, cereals-containing-gluten, flaxseed, garlic, onion, rosemary, sunflower-lecithin, tree-nuts",2090.0,500.0,26.7,6.67,60.0,0.0,6.67,30g,Food,1
99900100873,Butterfinger,Nestlé,"corn syrup, sugar, peanuts, vegetable oil (palm kernel and palm oil), peanut flour, nonfat milk, less than 2% of cocoa, milk, salt, soy lecithin, natural flavor, annatto color. contains: milk, peanut, soy.","cereals-containing-gluten, cocoa, corn-maize, lecithin, milk, peanuts, soybeans",1940.0,465.0,18.6,9.29,66.9,39.0,9.29,53.8g,Food,0
99900738076,Butterfinger fun size,Butterfinger,"CORN SYRUP, SUGAR, PEANUTS, VEGETABLE OIL (PALM KERNEL AND PALM OIL), PEANUT FLOUR, NONFAT MILK, LESS THAN 2% COCOA, MILK, SALT, SOY LECITHIN, NATURAL FLAVOR, ANNATTO COLOR. CONTAINS: MILK, PEANUTS, SOY.","cereals-containing-gluten, cocoa, corn-maize, lecithin, milk, peanuts, soybeans",1920.0,459.0,18.9,9.46,67.6,40.5,8.11,37g,Food,0
1504972,Full Fat Soft Cheese,Sainsbury's,Full Fat Soft Cheese.,milk,1052.0,258.0,25.0,16.0,2.8,2.8,5.4,30g,Food,0
152227004801,RX Bar Peanut Butter,RXBAR,"Dates, Peanuts, Egg Whites, Peanut Flour (Peanuts), Sea Salt, Natural Flavors","cereals-containing-gluten, dates, eggs, peanuts",1530.0,365.0,13.5,1.9,46.2,32.7,23.1,52g,Food,0
180509450602,Smoked bacon breakfast hash,Spudlers,"Potatoes, Vegetable oil (soybean and/or canola oil), Salt, Sodium acid pyrophosphate, Dextrose, Smoked bacon (pork, water, salt, sugars, sodium phosphate, sodium erythorbate, sodium nitrite, spices, smoke), Diced onions, Diced red bell peppers, Diced green bell peppers, Sugars (maltodextrin, dextrose), Salt, Spice extract, Dehydrated garlic, Dehydrated onion, Smoke flavour","garlic, onion, pork, soybeans",641.0,153.0,8.67,2.67,14.0,0.67,4.67,0.1package,Condiments & Others,0
180509450770,Classic Bake & Serve Turkey Breakfast Sausages,Clean Naturally,"Turkey, Water, Rice crumbs, Pea protein, Potato starch, Sea salt, Cane sugar, Spices","pea-protein, potato, rice",836.0,200.0,14.0,4.0,2.0,2.0,18.0,2sausage,Food,1
183405043503,CALM Raspberry-Lemon Flavored Drink Mix,Natural Vitality,"Citric acid, organic lemon flavor, organic raspberry flavor with other natural flavors, organic stevia (leaf) extract","citric-acid, lemon, raspberry, stevia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3g,Health & Supplements,1
186852001706,Summer Strawberry Dairy-Free Sorbetto,Talenti,"WATER, STRAWBERRIES, SUGAR, DEXTROSE, STRAWBERRY JUICE CONCENTRATE, LEMON JUICE, LESS THAN 2% OF: CAROB BEAN GUM, GUAR GUM, BEET JUICE (FOR COLOR)","guar-gum, lemon, strawberry",465.0,111.0,0.0,,26.7,25.2,0.0,0.7cup,Beverages,0
190569509387,Riced Veggie Blends Cauliflower Cilantro Lime,Green Giant,"Cauliflower, Maltodextrin, Extra Virgin Olive Oil, Salt, Lime Juice Solids, Spice, Citric Acid","cauliflower, citric-acid, lime",172.0,41.18,2.35,0.0,4.71,2.35,2.35,85g,Condiments & Others,0
190646631536,Sweet & Creamy Oatmilk Creamer,Oatly,"Oatmilk, water, oats, liquid sugar, low erucic acid rapeseed oil, dipotassium phosphate, hydrolyzed sunflower lecithin, gellan gum, sea salt","lecithin, oats, sunflower-lecithin",840.0,200.0,6.67,0.0,26.7,26.7,0.0,1serving,Condiments & Others,0
190912101183,28 Layered Fruit Bars Variety Pack,Pure Organic,"Apple puree concentrate, apple juice concentrate, passion fruit juice concentrate, citrus pectin, pineapple juice concentrate, lemon juice concentrate, natural flavors, vegetable and fruit juice for color, citric acid, banana puree, strawberry juice concentrate","apple, banana, citric-acid, lemon, pineapple, strawberry",251.0,60.0,,,15.0,,,18g,Food,1
192699000307,Kimchi Buldak Dumplings,Buldak,"Napa Cabbage, Water, Enriched Wheat Flour (Wheat Flour, Reduced Iron, Niacinamide, Thiamine Hydrochloride, Riboflavin, Folic Acid), Tofu, Artificial Chicken Flavor Sauce (Water, Artificial Flavor, Soy Sauce, Sugar, Chili Pepper, Habanero Pepper, Soybean Oil, Onion, Garlic), Vermicelli, Dried Radish, Food Starch-Modified, Contains Less than 2% of Complex Emulsifiers (Sorbitol, Soybean Oil, Polyglycerol Esters of Fatty Acids, Lecithin, Water), Salt, Wheat Gluten, Soy Protein Isolated, Spring Onion, Chive, Lemon Juice Concentrate, Monosodium Glutamate, Artificial Flavor, White Sugar, Habanero Pepper Powder, Glutinous Rice Flour, Kimchi Flavor Powder (Chili, Dextrin, Sugar, Refined Salt, Soy Sauce, L-Sodium Glutamate, Corn Flour, Garlic, Onion, Fried Sesame, Kelp Extract Powder, Ginger), Methyl Cellulose, Kimchi Seasoning (Sugar, Salt, Monosodium L-glutamate, Soy Sauce, Maltodextrin, Chili, Yeast Extract, Garlic), Hot Red Pepper Base Powder (Hot Red Pepper Base, Maltodextrin, Salt), Soybean Oil, Black Pepper Powder, Capsicum Powder, Curry Seasoning (Curry Powder, Maltodextrin, Salt, Glucose, Yeast Extract, Disodium Inosinate, Disodium Guanylate)","bell-pepper, cereals-containing-gluten, chicken, chili, corn-maize, garlic, ginger, lecithin, lemon, msg-monosodium-glutamate, onion, rice, sesame-seeds, soybeans, yeast",478.0,114.29,1.43,,24.29,2.86,1.43,70g,Condiments & Others,0
193908005144,AM Rx Bar Chocolate Protein,RX bar,"Oats, Honey, Cashew Butter (Cashews), Egg Whites, Almonds, Pumpkin Seeds, Brown Rice, Chocolate, High Oleic Sunflower Oil, Coconut Sugar, Oat Fiber, Cocoa, Natural Flavors, Sea Salt. CONTAINS CASHEWS, EGGS, AND ALMONDS. May contain peanuts, other tree nuts, milk, and soy.","cereals-containing-gluten, chocolate, cocoa, coconut, eggs, milk, oats, peanuts, rice, soybeans, sunflower-lecithin, tree-nuts",1750.0,418.0,18.2,3.64,50.9,21.8,18.2,55g,Food,1
193908005175,RxBar yellow,RXBAR a.m. honey cinnamon peanutbutter,"Oats, Honey, Peanut Butter (Peanuts), Egg Whites, Peanuts, Pumpkin Seeds, Brown Rice, High Oleic Sunflower Oil, Coconut Sugar, Oat Fiber, Natural Flavors, Sea Salt, Cinnamon","cinnamon, coconut, eggs, milk, oats, peanuts, rice, sunflower-lecithin",1750.0,418.0,18.2,2.73,52.7,21.8,18.2,1bar,Food,1
193908007353,Chocolate Sea Salt,RXBAR,"Dates, Dried egg-whites,, Cashews, Almonds, Unsweetened, chocolate, Cocoa, Natural flavour,, Sea salt., Egg, Cashew, Almond., Peanut, Other tree nuts.","almonds, chocolate, cocoa, dates, eggs, peanuts, tree-nuts",1609.0,384.62,15.38,,44.23,26.9,23.1,52g,Snacks,0
193908007889,Honey cinnamon peanut butter mini,RX,"Oats, Honey, Peanut Butter (Peanuts), Egg Whites, Peanuts, Pumpkin Seeds, Brown Rice, Avocado and/or High Oleic Sunflower Oil, Coconut Sugar, Oat Fiber, Sea Salt, Cinnamon, Natural Flavors","cinnamon, coconut, eggs, milk, oats, peanuts, rice, sunflower-lecithin",1610.0,385.0,15.4,1.9,53.8,23.1,19.2,1bar,Food,1
193937000677,Sweet & Spicy Noodles,momofuku,"Wheat Flour, Water, Sugar, Salt, Sesame Oil,, Invert Sugar, Chili, Garlic, Defatted, Soybeans, Wheat, Canola Oil, Chili Powder,, Soybeans, Glutinous Rice, Yeast Extract,, Rice, Caramel Color, Brewing Sake, Sticky, Rice Vinegar, Shaoxing Wine (Rice, Wheat),, Malic Acid, Glucono Delta-lactone, Barley.","cereals-containing-gluten, chili, garlic, rice, sesame-seeds, soybeans, yeast",1453.0,347.37,4.74,1.1,66.32,8.42,11.58,95g,Food,0
193968286675,Chicken potstickers with  vegetables,Member’s Mark,"cabbage, chicken, soybean oil, less than 2% of fried shallots, palm oil, corn starch, sugar, salt, soy sauce, water, soybeans, wheat, salt, sodium benzoate, preservative, green onion, sesame oil, egg white, corn starch, ginger puree, black pepper, disodium inosinate, disodium guanylate, wheat flour, niacin, reduced iron, thiamine mononitrate, riboflavin, folic acid, water, modified potato starch, less than 2% of soybean oil, tapioca starch, egg, salt, sorbitol","bell-pepper, cereals-containing-gluten, chicken, corn-maize, eggs, ginger, onion, potato, sesame-seeds, soybeans",698.0,167.0,5.36,1.19,23.8,2.38,7.14,4piece,Food,0
193968287658,Vita zero,Members mark,"PURIFIED WATER, : ASCORBIC ACID (VITAMIN C), CITRIC ACID, FRUIT ,  VEGETABLE JUICE* (COLOR), STEVIOL GLYCOSIDES, NIACINAMIDE, CALCIUM-D-PANTOTHENATE, BETA-CAROTENE, PYRIDOXINE HYDROCHLORIDE, CYANOCOBALAMIN (VITAMIN B12), L-SELENOME THIONINE, NATURAL FLAVORS, POMEGRANATE JUICE CONCENTRATE","ascorbic-acid-vitamin-c, citric-acid, pomegranate, stevia",0.0,0.0,0.0,0.0,0.0,0.0,0.0,591g,Health & Supplements,1
193968294571,Diet Green Tea Citrus,Member's Mark,"PURIFIED WATER, CONTAINS LESS THAN 2% OF: CITRIC ACID, GREEN TEA EXTRACT, SODIUM BENZOATE (PRESERVATIVE), ASCORBIC ACID (VITAMIN C), POTASSIUM SORBATE (PRESERVATIVE), NATURAL FLAVOR, ASPARTAME, ACESULFAME POTASSIUM, BLACK TEA EXTRACT, CALCIUM DISODIUM EDTA (PRESERVATIVE)","ascorbic-acid-vitamin-c, aspartame, caffeine, citric-acid, phenylalanine",4.2,1.0,0.0,,0.0,,0.0,1bottle,Beverages,0
193968296568,Classic potato chips,Member’s mark,"potatoes, vegetable oil, salt",,2391.0,571.43,35.71,5.36,53.57,3.57,3.57,28g,Food,0
193968296605,Cheese Crunch,Member’s Mark,"enriched yellow corn meal, yellow corn, thiamine mononitrate, riboflavin, niacin, ferrous sulfate, folic acid, vegetable oil, corn, sunflower oil, canola oil, cheese seasoning, whey, salt, coconut oil, maltodextrin, monosodium glutamate, cheddar cheese, milk, cream, salt, cheese cultures, pasteurized milk, enzymes, disodium phosphate, lactic acid, citric acid, yellow 6, yellow 5","citric-acid, coconut, corn-maize, milk, msg-monosodium-glutamate, sunflower-lecithin",2391.0,571.43,35.71,5.36,53.57,3.57,3.57,28g,Food,0
193968296681,Sparkling Water Watermelon Lime,Member's Mark,"carbonated water, citric acid, natural flavors, sucralose, acesulfame potassium, sodium benzoate, gum arabic, ester of wood rosin, niacinamide, calcium disodium EDTA, pyridoxine hydrochloride, cyanocobalamin, biotin, vitamin B12, calcium-D-pantothenate, biotin, green tea leaf extract, potassium benzoate, potassium sorbate","caffeine, citric-acid, sucralose",0.0,0.0,0.0,,0.0,0.0,0.0,1bottle,Health & Supplements,0
193968319465,Lemon Blueberry Soft Baked Clusters,Members Mark,"WHOLE GRAIN DATS, YOGURT FLAVORED COATING (SUGAR, PALM KERNEL OIL, YOGURT POWDER [CULTURED WHEY PROTEIN CONCENTRATE, CULTURED SKIM MILK], MILK, SOY LECITHIN [AN EMULSIFIER], NATURAL FLAVOR, SALT), HONEY, BROWN SUGAR (SUGAR, CANE SYRUP), CANOLA OIL, DRIED BLUEBERRIES (BLUEBERRIES, SUGAR, SUNFLOWER OIL), EGG WHITES, WHITE RICE FLOUR, SWEET POTATO FLOUR, TAPIOCA FLOUR, CINNAMON, SALT, NATURAL LEMON OIL, NATURAL VANILLA FLAVOR. 0% 2% 4% 2% CONTAINS MILK, EGGS, AND SOY. MAY CONTAIN TRACES OF ALMOND BRAZIL NUTS, CASHEWS, COCONUT, HAZELNUTS, MCADAMIA NUTS, PECANS, PISTACHIOS, WALNUTS, AND PEANUTS.","almonds, blueberry, cereals-containing-gluten, cinnamon, coconut, eggs, lecithin, lemon, milk, peanuts, potato, rice, soybeans, sunflower-lecithin, tree-nuts, vanilla",1674.0,400.0,14.29,5.71,62.86,34.29,5.71,35g,Food,1
